Date,White,Black,Result,EngineName,EngineDetails
2021.12.26,Costachi,Ponkratov,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Jumabayev,Salem,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Gareyev,Rapport,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Demidov,Mitrabha,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Tang,Mamedov,0-1,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Karjakin,Nguyen,1/2-1/2,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Adly,Heberla,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Shoker,Ivic,0-1,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Socko,Costachi,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Theodorou,Fedoseev,0-1,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Sankalp Gupta,Heimann,0-1,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Riazantsev,Pichot,1/2-1/2,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Riazantsev,Pichot,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Riazantsev,Pichot,1/2-1/2,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Tologontegin,Parligras,0-1,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Samunenkov,Vachier-Lagrave,0-1,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Bartel,Aditya Mittal,1/2-1/2,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Antipov,Costachi,1/2-1/2,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Onyshchuk,Tari,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Bluebaum,Krasenkow,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Sargissian,Sanal,1/2-1/2,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Sarana,Cheparinov,1/2-1/2,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Mikhalevski,Nevednichy,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Indjic,Mikhalevski,1/2-1/2,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Onyshchuk,Demidov,1/2-1/2,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Jumabayev,Ivic,1/2-1/2,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Samunenkov,Shoker,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 20x2.3GHz Haswell-EP"
2021.12.26,Kolosowski,Carlsson,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Theodorou,Tang,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Carlsen,Harsha Bharathakoti,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Firouzja,Jakubowski,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Duda,Volokitin,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Petrosian,Czarnota,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Toczek,Shevchenko,0-1,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Janik,Mamedov,0-1,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Sindarov,Bluebaum,1/2-1/2,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Nasuta,Gabuzyan,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Babazada,Jumabayev,0-1,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Moroni,Martirosyan,1/2-1/2,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Wojtaszek,Hovhannisyan,1/2-1/2,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Carlsen,Dreev,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Theodorou,Tang,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Van Foreest,Dubov,1/2-1/2,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Efimenko,Narayanan.S.L,1/2-1/2,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Fedoseev,Donchenko,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Sargsyan,Alonso Rosell,0-1,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Faizrakhmanov,Sjugirov,1/2-1/2,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Saric,Mastrovasilis,1/2-1/2,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2021.12.26,Gumularz,Timofeev,1-0,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2023.04.29,Ding,Nepomniachtchi,1/2-1/2,Stockfish dev-20230409-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.04.29,Nepomniachtchi,Ding,1/2-1/2,Stockfish dev-20230409-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.12.01,Ding,Gukesh D,1/2-1/2,Stockfish dev-20240910-69955b0c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.12.29,Murzin,Grigoryan,1/2-1/2,Stockfish dev-20241208-de4aca46-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.12.29,Murzin,Grigoryan,1/2-1/2,Stockfish dev-20241208-de4aca46-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.12.29,Murzin,Grigoryan,1/2-1/2,Stockfish dev-20241208-de4aca46-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2018.04.23,Navara,Topalov,0-1,Stockfish 9 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2018.04.23,Carlsen,Wojtaszek,1-0,Stockfish 9 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.11.28,Carlsen,Nepomniachtchi,1-0,Stockfish 110920-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.11.28,So,Nakamura,1/2-1/2,Stockfish 110920-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.11.28,Nepomniachtchi,Carlsen,1/2-1/2,Stockfish 110920-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.11.28,Nepomniachtchi,Carlsen,1-0,Stockfish 110920-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.06.04,So,Firouzja,1/2-1/2,Stockfish dev-20230409-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.06.04,Carlsen,Giri,1/2-1/2,Stockfish dev-20230409-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.01.19,Carlsen,Abdusattorov,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.09.22,Carlsen,Aronian,0-1,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.09.22,Aronian,Carlsen,0-1,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.09.22,Yoo,Erigaisi Arjun,1-0,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.09.22,Yoo,Erigaisi Arjun,1/2-1/2,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.09.22,Carlsen,Aronian,1-0,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.09.22,Erigaisi Arjun,Yoo,1-0,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.09.22,Praggnanandhaa,Keymer,0-1,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.09.22,Keymer,Praggnanandhaa,1-0,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.09.22,Aronian,Carlsen,0-1,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.01.25,Maghsoodloo,Carlsen,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.02.04,Fedoseev,Nepomniachtchi,0-1,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.02.04,Carlsen,Lazavik,0-1,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.02.04,Firouzja,Martinez Alcantara,1-0,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.02.04,Lazavik,Carlsen,0-1,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.02.04,Nepomniachtchi,Fedoseev,1-0,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.02.04,Lazavik,Carlsen,1/2-1/2,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.02.04,Martinez Alcantara,Firouzja,1/2-1/2,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.02.04,Nepomniachtchi,Fedoseev,0-1,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.02.04,Carlsen,Lazavik,1-0,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Vachier-Lagrave,Carlsen,1/2-1/2,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Nakamura,Yu,1-0,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Nakamura,Duda,1-0,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Firouzja,Carlsen,0-1,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Kramnik,Nakamura,1/2-1/2,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Safarli,Tari,1-0,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Firouzja,Carlsen,0-1,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Firouzja,Carlsen,0-1,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Nakamura,Vachier-Lagrave,1-0,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Socko,Tari,1-0,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Carlsen,Nakamura,1-0,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Carlsen,Nepomniachtchi,1/2-1/2,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Carlsen,Dominguez Perez,1/2-1/2,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Carlsen,Dubov,1-0,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Adhiban,Tari,0-1,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Matlakov,Carlsen,0-1,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Duda,Carlsen,1/2-1/2,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Indjic,Tari,0-1,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Carlsen,Artemiev,1-0,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Tari,Xu,1/2-1/2,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Carlsen,Kramnik,1-0,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Mamedov,Nakamura,0-1,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Castellanos Rodriguez,Tari,1-0,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Carlsen,Grischuk,1/2-1/2,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Tari,Paravyan,0-1,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.30,Matlakov,Nakamura,0-1,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.05.19,Carlsen,Amin,1-0,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.05.19,Anand,Carlsen,1/2-1/2,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.05.19,Carlsen,Nakamura,1/2-1/2,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.02.10,Carlsen,Caruana,1/2-1/2,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.02.10,Abdusattorov,Carlsen,1-0,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.02.10,Abdusattorov,Carlsen,1-0,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.02.10,Ding,Carlsen,0-1,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.02.10,Abdusattorov,Keymer,1/2-1/2,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.05.31,Caruana,Carlsen,0-1,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.06.30,Caruana,Carlsen,0-1,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.06.30,Ding,Carlsen,0-1,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.06.30,Carlsen,Ding,1/2-1/2,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.06.30,Carlsen,Ding,1/2-1/2,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.06.30,Ding,Carlsen,1-0,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.06.30,Ding,Carlsen,1/2-1/2,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.06.30,Carlsen,Ding,1-0,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.08.09,Nakamura,Dubov,1-0,Stockfish 080820-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.08.09,Ding,Carlsen,1/2-1/2,Stockfish 080820-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.08.09,Ding,Carlsen,1-0,Stockfish 080820-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.08.09,Carlsen,Ding,1/2-1/2,Stockfish 080820-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.08.09,Dubov,Nakamura,1/2-1/2,Stockfish 080820-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.08.09,Ding,Carlsen,1-0,Stockfish 080820-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.08.09,Ding,Carlsen,1-0,Stockfish 080820-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.08.09,Carlsen,Ding,1-0,Stockfish 080820-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2016.04.28,Eljanov,Li,0-1,Stockfish 220316 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 6x2.3GHz Ivy Bridge-EP"
2016.04.28,Aronian,Carlsen,1-0,Stockfish 220316 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 6x2.3GHz Ivy Bridge-EP"
2016.04.28,Carlsen,Kramnik,1-0,Stockfish 220316 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 6x2.3GHz Ivy Bridge-EP"
2022.10.17,Aditya Mittal,Gukesh D,0-1,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.10.17,Duda,Naroditsky,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.10.17,Giri,Carlsen,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.10.17,Grandelius,Duda,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.10.17,Erigaisi Arjun,Rapport,0-1,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.10.17,Naroditsky,Carlsen,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.10.17,Carlsen,Grandelius,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.10.17,Mamedyarov,Grandelius,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.10.17,Hansen,Abdusattorov,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.10.17,Keymer,Harikrishna,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.10.17,Anton Guijarro,Giri,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2021.09.16,Carlsen,Rapport,1-0,,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.09.02,Carlsen,Aronian,1/2-1/2,Stockfish 160721-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.09.02,Artemiev,Firouzja,1/2-1/2,Stockfish 160721-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.09.02,Duda,Carlsen,0-1,,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
